gene_id,gene_name,gene_index
ENSG00000138449,SLC40A1,782
ENSG00000235852,AC005540.3,783
ENSG00000138378,STAT4,784
ENSG00000128641,MYO1B,785
ENSG00000173559,NABP1,786
ENSG00000235056,AC010983.1,787
ENSG00000223466,AC064834.2,788
ENSG00000272211,RP11-347P5.1,789
ENSG00000138411,HECW2,790
ENSG00000229056,AC020571.3,791
ENSG00000187944,C2orf66,792
ENSG00000065413,ANKRD44,793
ENSG00000225979,AC010746.3,794
ENSG00000144381,HSPD1,795
ENSG00000270757,HSPE1-MOB4,796
ENSG00000115896,PLCL1,797
ENSG00000163535,SGOL2,798
ENSG00000232719,RP11-13J8.1,799
ENSG00000003402,CFLAR,800
ENSG00000226312,CFLAR-AS1,801
ENSG00000155749,ALS2CR12,802
ENSG00000155754,ALS2CR11,803
ENSG00000138395,CDK15,804
ENSG00000273209,RP11-107N15.1,805
ENSG00000155760,FZD7,806
ENSG00000182329,KIAA2012,807
ENSG00000222035,AC079354.3,808
ENSG00000272966,RP11-686O6.1,809
ENSG00000138380,CARF,810
ENSG00000178562,CD28,811
ENSG00000204186,ZDBF2,812
ENSG00000260171,RP11-95H11.1,813
ENSG00000144410,CPO,814
ENSG00000118263,KLF7,815
ENSG00000234902,AC007879.2,816
ENSG00000224137,AC079767.4,817
ENSG00000144407,PTH2R,818
ENSG00000144406,UNC80,819
ENSG00000229127,AC007038.7,820
ENSG00000030419,IKZF2,821
ENSG00000144451,SPAG16,822
ENSG00000115414,FN1,823
ENSG00000163449,TMEM169,824
ENSG00000241520,AC098820.4,825
ENSG00000115457,IGFBP2,826
ENSG00000115461,IGFBP5,827
ENSG00000118245,TNP1,828
ENSG00000259855,RP11-574O16.1,829
ENSG00000079308,TNS1,830
ENSG00000180871,CXCR2,831
ENSG00000179921,GPBAR1,832
ENSG00000127831,VIL1,833
ENSG00000144580,RQCD1,834
ENSG00000115596,WNT6,835
ENSG00000135925,WNT10A,836
ENSG00000171450,CDK5R2,837
ENSG00000163497,FEV,838
ENSG00000163499,CRYBA2,839
ENSG00000135924,DNAJB2,840
ENSG00000230432,AC114803.3,841
ENSG00000144591,GMPPA,842
ENSG00000072182,ASIC4,843
ENSG00000114923,SLC4A3,844
ENSG00000163082,SGPP2,845
ENSG00000152049,KCNE4,846
ENSG00000144460,NYAP2,847
ENSG00000232023,AC009410.1,848
ENSG00000226125,AC098823.3,849
ENSG00000232520,AC012507.3,850
ENSG00000115053,NCL,851
ENSG00000187514,PTMA,852
ENSG00000196811,CHRNG,853
ENSG00000115474,KCNJ13,854
ENSG00000072080,SPP2,855
ENSG00000232893,IQCA1-AS1,856
ENSG00000124835,AC105760.3,857
ENSG00000163359,COL6A3,858
ENSG00000234949,AC104667.3,859
ENSG00000132329,RAMP1,860
ENSG00000168427,KLHL30,861
ENSG00000280260,AC017028.10,862
ENSG00000063660,GPC1,863
ENSG00000178623,GPR35,864
ENSG00000185176,AQP12B,865
ENSG00000219159,AC011298.2,866
ENSG00000172482,AGXT,867
ENSG00000091181,IL5RA,868
ENSG00000223727,AC026188.1,869
ENSG00000231249,ITPR1-AS1,870
ENSG00000150995,ITPR1,871
ENSG00000235947,EGOT,872
ENSG00000235978,AC018816.3,873
ENSG00000134107,BHLHE40,874
ENSG00000233912,AC026202.3,875
ENSG00000268509,RP11-572B2.1,876
ENSG00000196277,GRM7,877
ENSG00000071282,LMCD1,878
ENSG00000196220,SRGAP3,879
ENSG00000206573,THUMPD3-AS1,880
ENSG00000269886,RP11-266J6.2,881
ENSG00000163703,CRELD1,882
ENSG00000206567,AC022007.5,883
ENSG00000163705,FANCD2OS,884
ENSG00000157017,GHRL,885
ENSG00000132164,SLC6A11,886
ENSG00000157150,TIMP4,887
ENSG00000132170,PPARG,888
ENSG00000163520,FBLN2,889
ENSG00000224514,LINC00620,890
ENSG00000251576,LINC01267,891
ENSG00000144596,GRIP2,892
ENSG00000154783,FGD5,893
ENSG00000249786,EAF1-AS1,894
ENSG00000206561,COLQ,895
ENSG00000206560,ANKRD28,896
ENSG00000233153,UBE2E2-AS1,897
ENSG00000224074,LINC00691,898
ENSG00000077092,RARB,899
ENSG00000163491,NEK10,900
ENSG00000225548,AC098973.2,901
ENSG00000144642,RBMS3,902
ENSG00000163513,TGFBR2,903
ENSG00000144645,OSBPL10,904
ENSG00000091317,CMTM6,905
ENSG00000183813,CCR4,906
ENSG00000236452,AC123023.1,907
ENSG00000172995,ARPP21,908
ENSG00000163673,DCLK3,909
ENSG00000279727,RP11-640L9.1,910
ENSG00000168016,TRANK1,911
ENSG00000271993,RP11-285J16.1,912
ENSG00000271653,RP11-259K5.1,913
ENSG00000060971,ACAA1,914
ENSG00000172940,SLC22A13,915
ENSG00000168356,SCN11A,916
ENSG00000144655,CSRNP1,917
ENSG00000168334,XIRP1,918
ENSG00000168314,MOBP,919
ENSG00000114784,EIF1B,920
ENSG00000177842,ZNF620,921
ENSG00000168036,CTNNB1,922
ENSG00000157093,LYZL4,923
ENSG00000280571,RP4-613B23.5,924
ENSG00000225611,RP11-70C1.1,925
ENSG00000234617,SNRK-AS1,926
ENSG00000225873,LINC00694,927
ENSG00000163815,CLEC3B,928
ENSG00000163814,CDCP1,929
ENSG00000249992,TMEM158,930
ENSG00000163817,SLC6A20,931
ENSG00000173585,CCR9,932
ENSG00000163823,CCR1,933
ENSG00000223552,RP11-24F11.2,934
ENSG00000121797,CCRL2,935
ENSG00000178038,ALS2CL,936
ENSG00000160801,PTH1R,937
ENSG00000260236,RP11-708J19.1,938
ENSG00000164047,CAMP,939
ENSG00000145040,UCN2,940
ENSG00000221883,ARIH2OS,941
ENSG00000235236,RP13-131K19.1,942
ENSG00000272434,RP13-131K19.6,943
ENSG00000226913,BSN-AS2,944
ENSG00000187492,CDHR4,945
ENSG00000182179,UBA7,946
ENSG00000228008,CTD-2330K9.3,947
ENSG00000281691,RBM5-AS1,948
ENSG00000235016,SEMA3F-AS1,949
ENSG00000001617,SEMA3F,950
ENSG00000114353,GNAI2,951
ENSG00000230454,U73166.2,952
ENSG00000012171,SEMA3B,953
ENSG00000186792,HYAL3,954
ENSG00000114735,HEMK1,955
ENSG00000114737,CISH,956
ENSG00000145050,MANF,957
ENSG00000184345,IQCF2,958
ENSG00000023330,ALAS1,959
ENSG00000055955,ITIH4,960
ENSG00000272305,RP11-894J14.5,961
ENSG00000163931,TKT,962
ENSG00000157388,CACNA1D,963
ENSG00000186451,SPATA12,964
ENSG00000163666,HESX1,965
ENSG00000163687,DNASE1L3,966
ENSG00000273493,RP11-80H18.4,967
ENSG00000168297,PXK,968
ENSG00000272182,RP11-802O23.3,969
ENSG00000168309,FAM107A,970
ENSG00000163632,C3orf49,971
ENSG00000243410,RP11-245J9.4,972
ENSG00000144746,ARL6IP5,973
ENSG00000163380,LMOD3,974
ENSG00000114541,FRMD4B,975
ENSG00000270562,RP11-154H23.3,976
ENSG00000241163,LINC00877,977
ENSG00000172969,FRG2C,978
ENSG00000169855,ROBO1,979
ENSG00000175161,CADM2,980
ENSG00000184500,PROS1,981
ENSG00000064225,ST3GAL6,982
ENSG00000144810,COL8A1,983
ENSG00000168386,FILIP1L,984
ENSG00000154175,ABI3BP,985
ENSG00000081148,IMPG2,986
ENSG00000144815,NXPE3,987
ENSG00000144802,NFKBIZ,988
ENSG00000170017,ALCAM,989
ENSG00000114423,CBLB,990
ENSG00000239828,RP11-446H18.5,991
ENSG00000273125,RP11-115H18.1,992
ENSG00000241469,LINC00635,993
ENSG00000196776,CD47,994
ENSG00000144821,MYH15,995
ENSG00000228980,LINC01205,996
ENSG00000206532,RP11-553A10.1,997
ENSG00000239482,RP11-90K6.1,998
ENSG00000243081,RP11-231E6.1,999
ENSG00000186265,BTLA,1000
ENSG00000091986,CCDC80,1001
ENSG00000206531,CD200R1L,1002
ENSG00000273394,RP11-255E6.6,1003
ENSG00000241490,RP11-553L6.2,1004
ENSG00000259976,RP11-553L6.5,1005
ENSG00000181722,ZBTB20,1006
ENSG00000242767,ZBTB20-AS4,1007
ENSG00000185565,LSAMP,1008
ENSG00000240922,LSAMP-AS1,1009
ENSG00000243276,RP11-384F7.1,1010
ENSG00000144837,PLA1A,1011
ENSG00000121577,POPDC2,1012
ENSG00000138495,COX17,1013
ENSG00000282950,RP11-174O3.6,1014
ENSG00000163430,FSTL1,1015
ENSG00000186103,ARGFX,1016
ENSG00000180353,HCLS1,1017
ENSG00000163406,SLC15A2,1018
ENSG00000114013,CD86,1019
ENSG00000121552,CSTA,1020
ENSG00000065534,MYLK,1021
ENSG00000221955,SLC12A8,1022
ENSG00000248787,RP11-666A20.4,1023
ENSG00000144908,ALDH1L1,1024
ENSG00000159650,UROC1,1025
ENSG00000163870,TPRA1,1026
ENSG00000114626,ABTB1,1027
ENSG00000074416,MGLL,1028
ENSG00000179348,GATA2,1029
ENSG00000184897,H1FX,1030
ENSG00000172771,EFCAB12,1031
ENSG00000129071,MBD4,1032
ENSG00000172752,COL6A5,1033
ENSG00000014257,ACPP,1034
ENSG00000170819,BFSP2,1035
ENSG00000249993,BFSP2-AS1,1036
ENSG00000272832,RP11-91K8.5,1037
ENSG00000091513,TF,1038
ENSG00000174640,SLCO2A1,1039
ENSG00000243832,RP11-202A13.1,1040
ENSG00000154928,EPHB1,1041
ENSG00000261758,RP11-102M11.2,1042
ENSG00000273486,RP11-731C17.2,1043
ENSG00000066405,CLDN18,1044
ENSG00000272609,RP11-461M2.2,1045
ENSG00000183770,FOXL2,1046
ENSG00000206262,C3orf72,1047
ENSG00000114113,RBP2,1048
ENSG00000158258,CLSTN2,1049
ENSG00000177311,ZBTB38,1050
ENSG00000114124,GRK7,1051
ENSG00000243733,RP11-80H8.3,1052
ENSG00000174963,ZIC4,1053
ENSG00000242440,RP11-501O2.5,1054
ENSG00000047457,CP,1055
ENSG00000169908,TM4SF1,1056
ENSG00000240541,TM4SF1-AS1,1057
ENSG00000206199,ANKUB1,1058
ENSG00000070087,PFN2,1059
ENSG00000243944,RP11-167H9.4,1060
ENSG00000244541,LINC01213,1061
ENSG00000174944,P2RY14,1062
ENSG00000198829,SUCNR1,1063
ENSG00000239941,RP11-246A10.1,1064
ENSG00000221962,TMEM14EP,1065
ENSG00000241220,RP11-292E2.1,1066
ENSG00000114790,ARHGEF26,1067
ENSG00000196549,MME,1068
ENSG00000169282,KCNAB1,1069
ENSG00000240875,LINC00886,1070
ENSG00000241544,RP11-6F2.5,1071
ENSG00000163660,CCNL1,1072
ENSG00000163661,PTX3,1073
ENSG00000242536,RP11-290K4.2,1074
ENSG00000243150,RP11-538P18.2,1075
ENSG00000272247,RP11-379F4.9,1076
ENSG00000113810,SMC4,1077
ENSG00000244128,LINC01322,1078
ENSG00000174776,WDR49,1079
ENSG00000173905,GOLIM4,1080
ENSG00000269889,RP11-816J6.3,1081
ENSG00000269984,RP11-362K14.5,1082
ENSG00000270135,RP11-362K14.7,1083
ENSG00000187033,SAMD7,1084
ENSG00000240373,SEC62-AS1,1085
ENSG00000136603,SKIL,1086
ENSG00000163584,RPL22L1,1087
ENSG00000075651,PLD1,1088
ENSG00000075420,FNDC3B,1089
ENSG00000121858,TNFSF10,1090
ENSG00000228221,LINC00578,1091
ENSG00000172667,ZMAT3,1092
ENSG00000242522,KLHL6-AS1,1093
ENSG00000114796,KLHL24,1094
ENSG00000238020,HTR3E-AS1,1095
ENSG00000175182,FAM131A,1096
ENSG00000272970,RP11-329B9.4,1097
ENSG00000073803,MAP3K13,1098
ENSG00000163898,LIPH,1099
ENSG00000058866,DGKG,1100
ENSG00000263826,RP11-573D15.9,1101
ENSG00000156976,EIF4A2,1102
ENSG00000127241,MASP1,1103
ENSG00000136514,RTP4,1104
ENSG00000113916,BCL6,1105
ENSG00000224855,OPA1-AS1,1106
ENSG00000114315,HES1,1107
ENSG00000238097,RP11-513G11.3,1108
ENSG00000178772,CPN2,1109
ENSG00000172061,LRRC15,1110
ENSG00000185112,FAM43A,1111
ENSG00000230401,AC090505.4,1112
ENSG00000114331,ACAP2,1113
ENSG00000223711,AC091633.3,1114
ENSG00000189058,APOD,1115
ENSG00000176945,MUC20,1116
ENSG00000145113,MUC4,1117
ENSG00000223783,AC124944.5,1118
ENSG00000226155,AC124944.3,1119
ENSG00000072274,TFRC,1120
ENSG00000163961,RNF168,1121
ENSG00000232065,LINC01063,1122
ENSG00000225578,NCBP2-AS1,1123
ENSG00000161267,BDH1,1124
ENSG00000236833,AC024560.2,1125
ENSG00000133256,PDE6B,1126
ENSG00000272927,RP11-1191J2.5,1127
ENSG00000272588,RP11-440L14.4,1128
ENSG00000127415,IDUA,1129
ENSG00000280927,CTBP1-AS,1130
ENSG00000272783,RP13-1016M1.2,1131
ENSG00000244459,RP11-1398P2.1,1132
ENSG00000068078,FGFR3,1133
ENSG00000243449,C4orf48,1134
ENSG00000130997,POLN,1135
ENSG00000175920,DOK7,1136
ENSG00000163956,LRPAP1,1137
ENSG00000270090,RP11-529E10.7,1138
ENSG00000248516,RP11-265O12.1,1139
ENSG00000163132,MSX1,1140
ENSG00000170891,CYTL1,1141
ENSG00000072840,EVC,1142
ENSG00000074211,PPP2R2C,1143
ENSG00000246526,RP11-539L10.2,1144
ENSG00000163993,S100P,1145
ENSG00000245468,RP11-367J11.3,1146
ENSG00000178597,PSAPL1,1147
ENSG00000163995,ABLIM2,1148
ENSG00000125089,SH3TC1,1149
ENSG00000248986,RP11-774O3.1,1150
ENSG00000251615,RP11-774O3.3,1151
ENSG00000205959,RP11-689P11.2,1152
ENSG00000109625,CPZ,1153
ENSG00000109684,CLNK,1154
ENSG00000251210,RP11-168E17.1,1155
ENSG00000248360,LINC00504,1156
ENSG00000247624,CPEB2-AS1,1157
ENSG00000249252,RP11-665G4.1,1158
ENSG00000273133,RP11-799M12.2,1159
ENSG00000137440,FGFBP1,1160
ENSG00000137441,FGFBP2,1161
ENSG00000263327,TAPT1-AS1,1162
ENSG00000248138,RP11-446J8.1,1163
ENSG00000047662,FAM184B,1164
ENSG00000145147,SLIT2,1165
ENSG00000185774,KCNIP4,1166
ENSG00000272995,RP11-362J17.1,1167
ENSG00000251292,ERVH-1,1168
ENSG00000109610,SOD3,1169
ENSG00000181982,CCDC149,1170
ENSG00000153012,LGI2,1171
ENSG00000271172,RP11-660M5.1,1172
ENSG00000109689,STIM2,1173
ENSG00000047365,ARAP2,1174
ENSG00000154274,C4orf19,1175
ENSG00000248227,RP11-83C7.1,1176
ENSG00000174125,TLR1,1177
ENSG00000121895,TMEM156,1178
ENSG00000134962,KLB,1179
ENSG00000163683,SMIM14,1180
ENSG00000168421,RHOH,1181
ENSG00000249241,AC195454.1,1182
ENSG00000174343,CHRNA9,1183
ENSG00000124406,ATP8A1,1184
ENSG00000260519,RP11-109E24.2,1185
ENSG00000251350,LVCAT1,1186
ENSG00000151834,GABRA2,1187
ENSG00000145246,ATP10D,1188
ENSG00000250302,LINC01618,1189
ENSG00000248115,RP11-752D24.2,1190
ENSG00000072201,LNX1,1191
ENSG00000134853,PDGFRA,1192
ENSG00000251264,RP11-545H22.1,1193
ENSG00000157404,KIT,1194
ENSG00000270147,RP11-646I6.6,1195
ENSG00000163453,IGFBP7,1196
ENSG00000249892,RP11-525J21.1,1197
ENSG00000205682,RP11-798L4.1,1198
ENSG00000250125,RP11-707A18.1,1199
ENSG00000249413,RP11-25H12.1,1200
ENSG00000035720,STAP1,1201
ENSG00000187054,TMPRSS11A,1202
ENSG00000198092,TMPRSS11F,1203
ENSG00000185873,TMPRSS11B,1204
ENSG00000213759,UGT2B11,1205
ENSG00000250696,RP11-704M14.1,1206
ENSG00000178522,AMBN,1207
ENSG00000132464,ENAM,1208
ENSG00000132465,JCHAIN,1209
ENSG00000080493,SLC4A4,1210
ENSG00000169429,CXCL8,1211
ENSG00000109321,AREG,1212
ENSG00000260265,RP11-44F21.5,1213
ENSG00000250735,RP11-567N4.3,1214
ENSG00000174792,C4orf26,1215
ENSG00000229717,RP11-556N4.1,1216
ENSG00000169245,CXCL10,1217
ENSG00000138764,CCNG2,1218
ENSG00000138772,ANXA3,1219
ENSG00000251442,LINC01094,1220
ENSG00000138756,BMP2K,1221
ENSG00000248408,RP11-452C8.1,1222
ENSG00000163297,ANTXR2,1223
ENSG00000197826,C4orf22,1224
ENSG00000249242,TMEM150C,1225
ENSG00000145287,PLAC8,1226
ENSG00000173083,HPSE,1227
ENSG00000138678,GPAT3,1228
ENSG00000163623,NKX6-1,1229
ENSG00000273389,RP13-514E23.2,1230
ENSG00000163629,PTPN13,1231
ENSG00000145283,SLC10A6,1232
ENSG00000198189,HSD17B11,1233
ENSG00000152583,SPARCL1,1234
ENSG00000152591,DSPP,1235
ENSG00000118777,ABCG2,1236
ENSG00000138642,HERC6,1237
ENSG00000138646,HERC5,1238
ENSG00000145335,SNCA,1239
ENSG00000163106,HPGDS,1240
ENSG00000260641,RP11-1299A16.3,1241
ENSG00000172955,ADH6,1242
ENSG00000196616,ADH1B,1243
ENSG00000070190,DAPP1,1244
ENSG00000138814,PPP3CA,1245
ENSG00000109323,MANBA,1246
ENSG00000138778,CENPE,1247
ENSG00000168772,CXXC4,1248
ENSG00000248242,RP11-556I14.2,1249
ENSG00000248373,RP11-556I14.1,1250
ENSG00000168743,NPNT,1251
ENSG00000246774,AC004051.2,1252
ENSG00000138792,ENPEP,1253
ENSG00000073331,ALPK1,1254
ENSG00000145362,ANK2,1255
ENSG00000145349,CAMK2D,1256
ENSG00000250791,RP11-55L3.1,1257
ENSG00000236922,LINC01378,1258
ENSG00000150961,SEC24D,1259
ENSG00000172403,SYNPO2,1260
ENSG00000172399,MYOZ2,1261
ENSG00000145390,USP53,1262
ENSG00000145384,FABP2,1263
ENSG00000250938,RP11-679C8.2,1264
ENSG00000050730,TNIP3,1265
ENSG00000164111,ANXA5,1266
ENSG00000145386,CCNA2,1267
ENSG00000138688,KIAA1109,1268
ENSG00000227145,IL21-AS1,1269
ENSG00000181004,BBS12,1270
ENSG00000251526,RP11-381N20.1,1271
ENSG00000249464,LINC01091,1272
ENSG00000196159,FAT4,1273
ENSG00000250945,RP11-810P8.1,1274
ENSG00000142731,PLK4,1275
ENSG00000273077,RP11-130C6.1,1276
ENSG00000248187,RP11-184M15.1,1277
ENSG00000077684,JADE1,1278
ENSG00000138650,PCDH10,1279
ENSG00000151012,SLC7A11,1280
ENSG00000249381,LINC00500,1281
ENSG00000250977,RP11-173E2.2,1282
ENSG00000250501,RP11-98O2.1,1283
ENSG00000137463,MGARP,1284
ENSG00000273247,RP11-83A24.2,1285
ENSG00000261268,RP11-308D13.3,1286
ENSG00000197465,GYPE,1287
ENSG00000250361,GYPB,1288
ENSG00000170180,GYPA,1289
ENSG00000251298,RP11-425A23.1,1290
ENSG00000250252,RP11-342A1.1,1291
ENSG00000249690,RP11-1336O20.2,1292
ENSG00000181541,MAB21L2,1293
ENSG00000145425,RPS3A,1294
ENSG00000251611,RP11-610P16.1,1295
ENSG00000245954,RP11-18H21.1,1296
ENSG00000270883,RP11-461L13.5,1297
ENSG00000170006,TMEM154,1298
ENSG00000109654,TRIM2,1299
ENSG00000145428,RNF175,1300
ENSG00000256043,CTSO,1301
ENSG00000109738,GLRB,1302
ENSG00000248429,RP11-597D13.9,1303
ENSG00000052795,FNIP2,1304
ENSG00000164123,C4orf45,1305
ENSG00000249419,RP11-497K21.1,1306
ENSG00000248431,AC005150.1,1307
ENSG00000164128,NPY1R,1308
ENSG00000109472,CPE,1309
ENSG00000248601,RP11-310I9.1,1310
ENSG00000181381,DDX60L,1311
ENSG00000129116,PALLD,1312
ENSG00000109572,CLCN3,1313
ENSG00000251061,RP11-789C1.2,1314
ENSG00000174473,GALNTL6,1315
ENSG00000164104,HMGB2,1316
ENSG00000164106,SCRG1,1317
ENSG00000164120,HPGD,1318
ENSG00000251584,RP11-440I14.3,1319
ENSG00000168594,ADAM29,1320
ENSG00000150628,SPATA4,1321
ENSG00000249008,RP11-487E13.1,1322
ENSG00000248197,LINC00290,1323
ENSG00000177822,AC108142.1,1324
ENSG00000248694,RP11-18D7.2,1325
ENSG00000251128,WWC2-AS1,1326
ENSG00000173320,STOX2,1327
ENSG00000164303,ENPP6,1328
ENSG00000180712,RP11-290F5.2,1329
ENSG00000168310,IRF2,1330
ENSG00000271646,RP11-326I11.3,1331
ENSG00000271538,RP11-326I11.4,1332
ENSG00000151725,CENPU,1333
ENSG00000151726,ACSL1,1334
ENSG00000251139,RP11-701P16.2,1335
ENSG00000251230,MIR3945HG,1336
ENSG00000250410,RP11-714G18.1,1337
ENSG00000249679,RP11-279O9.4,1338
ENSG00000154553,PDLIM3,1339
ENSG00000164342,TLR3,1340
ENSG00000179046,TRIML2,1341
ENSG00000184108,TRIML1,1342
ENSG00000247130,RP11-366H4.3,1343
ENSG00000248370,RP11-366H4.1,1344
ENSG00000245685,AF146191.4,1345
ENSG00000109536,FRG1,1346
ENSG00000205097,FRG2,1347
ENSG00000249430,CTD-2231H16.1,1348
ENSG00000248925,CTD-2083E4.6,1349
ENSG00000171368,TPPP,1350
ENSG00000249201,CTD-3080P12.3,1351
ENSG00000174358,SLC6A19,1352
ENSG00000250584,LINC01511,1353
ENSG00000142319,SLC6A3,1354
ENSG00000260763,RP11-445O3.3,1355
ENSG00000215218,UBE2QL1,1356
ENSG00000250060,RP11-332J15.2,1357
ENSG00000223597,CTD-2296D1.5,1358
ENSG00000078295,ADCY2,1359
ENSG00000272049,RP11-480D4.6,1360
ENSG00000247516,MIR4458HG,1361
ENSG00000271715,CTD-2256P15.5,1362
ENSG00000249166,RP11-1C1.6,1363
ENSG00000249396,RP11-1C1.4,1364
ENSG00000250576,CTD-2154B17.1,1365
ENSG00000154153,FAM134B,1366
ENSG00000271892,CTD-2228A4.1,1367
ENSG00000249937,RP11-454P21.1,1368
ENSG00000251629,RP11-774D14.1,1369
ENSG00000245662,RP11-184E9.1,1370
ENSG00000273294,C1QTNF3-AMACR,1371
ENSG00000245711,NADK2-AS1,1372
ENSG00000079215,SLC1A3,1373
ENSG00000272103,CTD-2653M23.3,1374
ENSG00000168621,GDNF,1375
ENSG00000113594,LIFR,1376
ENSG00000249740,OSMR-AS1,1377
ENSG00000145623,OSMR,1378
ENSG00000164327,RICTOR,1379
ENSG00000082074,FYB,1380
ENSG00000153071,DAB2,1381
ENSG00000198865,CCDC152,1382
ENSG00000250722,SEPP1,1383
ENSG00000272234,CTD-2325A15.5,1384
ENSG00000251131,CTD-2035E11.3,1385
ENSG00000177721,ANXA2R,1386
ENSG00000272144,CTD-2035E11.5,1387
ENSG00000164588,HCN1,1388
ENSG00000151883,PARP8,1389
ENSG00000251573,CTD-2089N3.2,1390
ENSG00000016082,ISL1,1391
ENSG00000248898,CTD-2288O8.1,1392
ENSG00000134363,FST,1393
ENSG00000250447,CTD-2081C10.1,1394
ENSG00000164287,CDC20B,1395
ENSG00000067113,PLPP1,1396
ENSG00000152670,DDX4,1397
ENSG00000134352,IL6ST,1398
ENSG00000262211,CTD-2031P19.5,1399
ENSG00000164512,ANKRD55,1400
ENSG00000169067,ACTBL2,1401
ENSG00000145632,PLK2,1402
ENSG00000175857,GAPT,1403
ENSG00000248733,CTD-2176I21.2,1404
ENSG00000113448,PDE4D,1405
ENSG00000152931,PART1,1406
ENSG00000134061,CD180,1407
ENSG00000145675,PIK3R1,1408
ENSG00000134057,CCNB1,1409
ENSG00000164326,CARTPT,1410
ENSG00000131711,MAP1B,1411
ENSG00000178175,ZNF366,1412
ENSG00000249085,CTD-2631K10.1,1413
ENSG00000157111,TMEM171,1414
ENSG00000214944,ARHGEF28,1415
ENSG00000049860,HEXB,1416
ENSG00000198780,FAM169A,1417
ENSG00000249856,CTD-2503O16.4,1418
ENSG00000122012,SV2C,1419
ENSG00000250348,RP11-466P24.6,1420
ENSG00000145703,IQGAP2,1421
ENSG00000164220,F2RL2,1422
ENSG00000171643,S100Z,1423
ENSG00000145708,CRHBP,1424
ENSG00000113273,ARSB,1425
ENSG00000164309,CMYA5,1426
ENSG00000249655,CTC-325J23.2,1427
ENSG00000113319,RASGRF2,1428
ENSG00000131730,CKMT2,1429
ENSG00000172497,ACOT12,1430
ENSG00000281327,LINC01338,1431
ENSG00000250874,CTC-480C2.1,1432
ENSG00000249153,CTD-2036A18.2,1433
ENSG00000250544,CTC-493L21.1,1434
ENSG00000245526,LINC00461,1435
ENSG00000081189,MEF2C,1436
ENSG00000113369,ARRDC3,1437
ENSG00000251361,CTD-2091N23.1,1438
ENSG00000237187,NR2F1-AS1,1439
ENSG00000164292,RHOBTB3,1440
ENSG00000173221,GLRX,1441
ENSG00000251314,CTD-2337A12.1,1442
ENSG00000250955,AC008592.7,1443
ENSG00000248734,CTD-2260A17.1,1444
ENSG00000272109,CTD-2260A17.3,1445
ENSG00000164308,ERAP2,1446
ENSG00000145721,LIX1,1447
ENSG00000174136,RGMB,1448
ENSG00000113532,ST8SIA4,1449
ENSG00000205359,SLCO6A1,1450
ENSG00000249017,RP11-58B2.1,1451
ENSG00000198961,PJA2,1452
ENSG00000250882,CTC-459M5.1,1453
ENSG00000171444,MCC,1454
ENSG00000080709,KCNN2,1455
ENSG00000152503,TRIM36,1456
ENSG00000249249,AC010226.4,1457
ENSG00000092421,SEMA6A,1458
ENSG00000249167,CTB-118N6.2,1459
ENSG00000145779,TNFAIP8,1460
ENSG00000133835,HSD17B4,1461
ENSG00000164334,FAM170A,1462
ENSG00000184838,PRR16,1463
ENSG00000168938,PPIC,1464
ENSG00000253807,LINC01170,1465
ENSG00000155324,GRAMD3,1466
ENSG00000250602,RP11-517I3.1,1467
ENSG00000164904,ALDH7A1,1468
ENSG00000251072,RP11-434D11.4,1469
ENSG00000138829,FBN2,1470
ENSG00000186367,KIAA1024L,1471
ENSG00000217128,FNIP1,1472
ENSG00000234758,AC034228.4,1473
ENSG00000231585,AC034228.2,1474
ENSG00000164400,CSF2,1475
ENSG00000131435,PDLIM4,1476
ENSG00000125347,IRF1,1477
ENSG00000223442,TH2LCRR,1478
ENSG00000072364,AFF4,1479
ENSG00000053108,FSTL4,1480
ENSG00000249478,CTB-49A3.5,1481
ENSG00000248559,RP11-215P8.3,1482
ENSG00000069011,PITX1,1483
ENSG00000270021,CTC-203F4.2,1484
ENSG00000249639,CTB-138E5.1,1485
ENSG00000152377,SPOCK1,1486
ENSG00000078795,PKD2L2,1487
ENSG00000061492,WNT8A,1488
ENSG00000120738,EGR1,1489
ENSG00000184584,TMEM173,1490
ENSG00000271792,CTB-35F21.5,1491
ENSG00000170458,CD14,1492
ENSG00000255408,PCDHA3,1493
ENSG00000251664,PCDHA12,1494
ENSG00000272108,AC005754.8,1495
ENSG00000272070,AC005618.6,1496
ENSG00000204956,PCDHGA1,1497
ENSG00000254245,PCDHGA3,1498
ENSG00000253485,PCDHGA5,1499
ENSG00000253731,PCDHGA6,1500
ENSG00000253537,PCDHGA7,1501
ENSG00000253767,PCDHGA8,1502
ENSG00000276547,PCDHGB5,1503
ENSG00000253305,PCDHGB6,1504
ENSG00000253846,PCDHGA10,1505
ENSG00000253159,PCDHGA12,1506
ENSG00000120318,ARAP3,1507
ENSG00000113555,PCDH12,1508
ENSG00000236714,AC005592.1,1509
ENSG00000250842,CTC-806A22.1,1510
ENSG00000156463,SH3RF2,1511
ENSG00000091010,POU4F3,1512
ENSG00000176049,JAKMIP2,1513
ENSG00000164266,SPINK1,1514
ENSG00000164265,SCGB3A2,1515
ENSG00000133710,SPINK5,1516
ENSG00000178172,SPINK6,1517
ENSG00000247199,RP11-373N22.3,1518
ENSG00000169252,ADRB2,1519
ENSG00000173210,ABLIM3,1520
ENSG00000249669,CARMN,1521
ENSG00000132915,PDE6A,1522
ENSG00000155850,SLC26A2,1523
ENSG00000182578,CSF1R,1524
